"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"gene"	"cell.type"	"class"
1.61338046230955e-07	0.512701670513999	0.641	0.525	0.00324902557499896	"Serpinb6a"	"endothelial cell"	"18m.vs.1m"
1.93872287686998e-07	-0.651736199064666	0.274	0.444	0.00390420012944076	"Sntb2"	"endothelial cell"	"18m.vs.1m"
2.02929706782622e-07	0.410425379381989	0.997	0.998	0.00408659843518845	"Rps19"	"endothelial cell"	"18m.vs.1m"
2.20388594143799e-07	-0.403913152686725	0.7	0.84	0.00443818550886782	"Gm1821"	"endothelial cell"	"18m.vs.1m"
2.37579984997479e-07	0.668730746773486	0.431	0.28	0.00478438573787923	"Ace"	"endothelial cell"	"18m.vs.1m"
2.75413268160248e-07	-0.369096645903302	0.033	0.13	0.00554627239421106	"Mfap4"	"endothelial cell"	"18m.vs.1m"
2.88620557252876e-07	-0.392788395948256	0.046	0.154	0.00581224078195841	"Itm2a"	"endothelial cell"	"18m.vs.1m"
2.96132149363855e-07	-0.262214475087926	0.167	0.321	0.00596350922388931	"Ccl2"	"endothelial cell"	"18m.vs.1m"
3.13355827846609e-07	-0.777010822359277	0.382	0.535	0.00631035966117502	"Cdkn1c"	"endothelial cell"	"18m.vs.1m"
3.18181623537555e-07	0.677280502107505	0.133	0.041	0.00640754153479929	"S100a8"	"endothelial cell"	"18m.vs.1m"
3.18761998083931e-07	-0.511846946934341	0.567	0.698	0.0064192291174142	"Slc38a2"	"endothelial cell"	"18m.vs.1m"
3.35179148456192e-07	-0.471464980573475	0.4	0.572	0.00674983769161079	"Rsrc2"	"endothelial cell"	"18m.vs.1m"
3.54141919957403e-07	-0.331450968747788	0.985	0.996	0.00713170998410218	"Actb"	"endothelial cell"	"18m.vs.1m"
3.69402466993217e-07	0.620811845546906	0.5	0.358	0.00743902688030941	"Tmem109"	"endothelial cell"	"18m.vs.1m"
3.77089998982689e-07	-0.779390827208518	0.492	0.632	0.0075938383995134	"Akap12"	"endothelial cell"	"18m.vs.1m"
3.85508819232195e-07	-0.405783099922415	0.636	0.798	0.00776337660169795	"Itgb1"	"endothelial cell"	"18m.vs.1m"
4.2586099676721e-07	1.15815738518175	0.441	0.28	0.00857598875289807	"Vwf"	"endothelial cell"	"18m.vs.1m"
4.27424567677694e-07	-0.626938651532781	0.285	0.451	0.0086074759438934	"Taf7"	"endothelial cell"	"18m.vs.1m"
4.68118737469159e-07	0.820624238824006	0.538	0.414	0.00942697513515392	"Sod1"	"endothelial cell"	"18m.vs.1m"
4.96737771123135e-07	0.393093863944789	0.892	0.901	0.0100033052348777	"Ly6c1"	"endothelial cell"	"18m.vs.1m"
4.99435157651239e-07	-0.884805404602036	0.187	0.337	0.0100576252047807	"Gsk3b"	"endothelial cell"	"18m.vs.1m"
5.22315675014163e-07	0.382756991534203	0.987	0.965	0.0105183930634352	"Rpl11"	"endothelial cell"	"18m.vs.1m"
5.26527967223156e-07	-0.621939373220341	0.446	0.593	0.0106032202039399	"Klf10"	"endothelial cell"	"18m.vs.1m"
5.38009109896852e-07	-0.517537379277552	0.082	0.204	0.0108344274551028	"Cd44"	"endothelial cell"	"18m.vs.1m"
6.13517617492624e-07	-1.24897750633264	0.031	0.125	0.0123550177810665	"Zfp644"	"endothelial cell"	"18m.vs.1m"
6.15367413938974e-07	-0.615900831946664	0.3	0.453	0.0123922689819031	"Tiparp"	"endothelial cell"	"18m.vs.1m"
6.27550230086553e-07	-1.33821300653687	0.09	0.216	0.012637606533483	"Bcl2l11"	"endothelial cell"	"18m.vs.1m"
6.37279373541449e-07	-0.451268156470637	0.815	0.875	0.0128335320243777	"Sdpr"	"endothelial cell"	"18m.vs.1m"
6.59185895343245e-07	0.813352706057676	0.167	0.064	0.0132746855604223	"Cfb"	"endothelial cell"	"18m.vs.1m"
8.65504960854469e-07	-1.20805279543376	0.054	0.16	0.0174295389016873	"Arid4a"	"endothelial cell"	"18m.vs.1m"
8.81935804988972e-07	-1.25686203091895	0.197	0.34	0.0177604232408679	"Lmo7"	"endothelial cell"	"18m.vs.1m"
9.21070767460808e-07	-0.307614679645969	0.105	0.233	0.0185485231151257	"Ugdh"	"endothelial cell"	"18m.vs.1m"
9.50628360340404e-07	-0.518520207411712	0.259	0.418	0.0191437539205351	"Mll5"	"endothelial cell"	"18m.vs.1m"
9.87761701344916e-07	-0.841394168089069	0.097	0.22	0.0198915451416839	"Mtap1b"	"endothelial cell"	"18m.vs.1m"
1.01835822350149e-06	-1.05491568968433	0.103	0.226	0.0205076979048731	"Tcf7l2"	"endothelial cell"	"18m.vs.1m"
1.05365268066212e-06	-1.63388367274783	0.028	0.117	0.0212184576831737	"Zbed6"	"endothelial cell"	"18m.vs.1m"
1.06285134915306e-06	-1.32644148067564	0.133	0.261	0.0214037004692442	"Itga6"	"endothelial cell"	"18m.vs.1m"
1.08618899498295e-06	-0.678405608232143	0.223	0.37	0.0218736739809666	"Crem"	"endothelial cell"	"18m.vs.1m"
1.1515329043943e-06	-0.852403627442501	0.3	0.449	0.0231895696286925	"Neat1"	"endothelial cell"	"18m.vs.1m"
1.16641056785004e-06	0.556334551888273	1	0.988	0.0234891760153641	"Rplp2"	"endothelial cell"	"18m.vs.1m"
1.18017246848939e-06	0.942588708700596	0.31	0.185	0.0237663131704393	"Cxx1b"	"endothelial cell"	"18m.vs.1m"
1.3342006235173e-06	-0.585192938520926	0.221	0.383	0.0268681321563914	"Jmjd1c"	"endothelial cell"	"18m.vs.1m"
1.37108532389009e-06	3.9503170805528	0.223	0.109	0.0276109162524987	"Ch25h"	"endothelial cell"	"18m.vs.1m"
1.4562931318674e-06	0.62957690556776	0.405	0.276	0.0293268310895457	"Ndufa5"	"endothelial cell"	"18m.vs.1m"
1.49801237708349e-06	-0.658744286401838	0.144	0.282	0.0301669732497072	"Whsc1l1"	"endothelial cell"	"18m.vs.1m"
1.5602595441811e-06	-1.21245555498981	0.074	0.187	0.0314205067007189	"Vgll4"	"endothelial cell"	"18m.vs.1m"
1.64327327828592e-06	-0.675365660450317	0.11	0.232	0.0330922372781219	"Sfrs18"	"endothelial cell"	"18m.vs.1m"
1.81082171798386e-06	-0.351511443725061	0.621	0.765	0.0364663277567591	"Srsf7"	"endothelial cell"	"18m.vs.1m"
1.81638068602426e-06	-1.6386907764424	0.105	0.226	0.0365782742551565	"Plcb4"	"endothelial cell"	"18m.vs.1m"
1.93658511180138e-06	-0.502967677027276	0.631	0.722	0.0389989509814562	"Rtn4"	"endothelial cell"	"18m.vs.1m"
1.98333729756208e-06	-0.35780672728385	0.69	0.802	0.0399404464983051	"Pabpc1"	"endothelial cell"	"18m.vs.1m"
2.04417249919418e-06	-0.737314897991364	0.454	0.584	0.0411655457887725	"Prnp"	"endothelial cell"	"18m.vs.1m"
2.05795520689081e-06	-0.485426121596038	0.218	0.379	0.0414431019563671	"Marcksl1"	"endothelial cell"	"18m.vs.1m"
2.08518671869591e-06	-0.711373890735193	0.515	0.65	0.0419914901410983	"Maff"	"endothelial cell"	"18m.vs.1m"
2.29829170198359e-06	-0.887693871641416	0.133	0.261	0.0462829982945456	"Nipbl"	"endothelial cell"	"18m.vs.1m"
2.29842467477782e-06	3.59454578382272	0.149	0.058	0.0462856761006758	"Arrb1"	"endothelial cell"	"18m.vs.1m"
2.31411037391779e-06	0.367751944555465	0.846	0.784	0.0466015547099565	"Anxa2"	"endothelial cell"	"18m.vs.1m"
1.10272822727464e-114	2.67065715935949	0.77	0.002	2.22067410408567e-110	"Xist"	"endothelial cell"	"21m.vs.1m"
1.11444176908254e-52	-1.04041467659477	0.078	0.667	2.24426283457843e-48	"Col1a2"	"endothelial cell"	"21m.vs.1m"
9.36736107318968e-42	-0.952093176305263	0.825	0.981	1.88639917291894e-37	"Sparc"	"endothelial cell"	"21m.vs.1m"
1.24196369064271e-40	1.06837162004195	0.454	0.064	2.5010664802163e-36	"Plac9"	"endothelial cell"	"21m.vs.1m"
3.67997693667899e-40	-0.825625125914759	0.026	0.512	7.41073755508416e-36	"Col1a1"	"endothelial cell"	"21m.vs.1m"
1.01853985550617e-38	-0.822299225455502	0.074	0.562	2.05113556101832e-34	"Col3a1"	"endothelial cell"	"21m.vs.1m"
1.09553791645736e-33	-4.88100898780028	0.019	0.44	2.20619425616184e-29	"Dbp"	"endothelial cell"	"21m.vs.1m"
2.40172283338367e-28	-2.27127505524163	0	0.356	4.83658944186803e-24	"Ddx3y"	"endothelial cell"	"21m.vs.1m"
7.29652290897509e-28	0.941169267164097	0.926	0.732	1.4693737834094e-23	"S100a6"	"endothelial cell"	"21m.vs.1m"
6.75840284634343e-24	1.04045570589917	0.788	0.496	1.36100716519664e-19	"Aldh2"	"endothelial cell"	"21m.vs.1m"
1.58276794512052e-21	-0.773302295387687	0.989	1	3.18737808788371e-17	"Rplp0"	"endothelial cell"	"21m.vs.1m"
4.51666623263642e-20	1.01960629363864	0.799	0.605	9.09566245928321e-16	"Tspo"	"endothelial cell"	"21m.vs.1m"
1.89659043068849e-19	-1.15737629796817	0.379	0.663	3.81935380932049e-15	"Cebpb"	"endothelial cell"	"21m.vs.1m"
1.29076866894266e-18	0.666919242284981	0.989	0.924	2.59934994551673e-14	"H2-K1"	"endothelial cell"	"21m.vs.1m"
1.421526249026e-18	0.564980213566998	1	1	2.86266956028856e-14	"B2m"	"endothelial cell"	"21m.vs.1m"
1.1224217010713e-17	-0.638993297788934	0.993	1	2.26033282161738e-13	"Tpt1"	"endothelial cell"	"21m.vs.1m"
9.61104013837026e-17	0.75658075483151	0.87	0.718	1.935471263065e-12	"Tuba1b"	"endothelial cell"	"21m.vs.1m"
1.47266270407686e-16	0.504725393537947	0.996	0.992	2.96564815346997e-12	"H2-D1"	"endothelial cell"	"21m.vs.1m"
2.80549555219403e-16	1.86830652798836	0.383	0.138	5.64970694300833e-12	"Emp2"	"endothelial cell"	"21m.vs.1m"
1.21139445606577e-15	-0.646081119582782	0.952	0.979	2.43950615562524e-11	"H3f3a"	"endothelial cell"	"21m.vs.1m"
1.45714020103944e-15	0.761361230835846	0.848	0.716	2.93438893685322e-11	"Ddx3x"	"endothelial cell"	"21m.vs.1m"
2.5231097948641e-15	-0.99717127334236	0.498	0.696	5.08103850489733e-11	"Col4a2"	"endothelial cell"	"21m.vs.1m"
3.00591983989153e-15	0.436150512004921	0.201	0.033	6.05332137357356e-11	"Myoc"	"endothelial cell"	"21m.vs.1m"
4.49874740616529e-15	-0.90660510104621	0.61	0.798	9.05957752653567e-11	"Col4a1"	"endothelial cell"	"21m.vs.1m"
4.134561007598e-14	0.320693805726483	0.729	0.531	8.32617895710086e-10	"Dcn"	"endothelial cell"	"21m.vs.1m"
6.60531585279026e-14	1.4317300307476	0.387	0.154	1.3301785064349e-09	"Alpl"	"endothelial cell"	"21m.vs.1m"
7.38504942272265e-14	-0.659227395404766	0.896	0.961	1.48720125274789e-09	"Tmsb10"	"endothelial cell"	"21m.vs.1m"
1.02077899947048e-13	1.46742393518727	0.513	0.27	2.05564474913365e-09	"Stmn2"	"endothelial cell"	"21m.vs.1m"
2.3362387271804e-13	-0.898160049089339	0.509	0.749	4.7047175487959e-09	"Ppic"	"endothelial cell"	"21m.vs.1m"
9.54561625224354e-13	-1.13821127977713	0.346	0.58	1.9222962008768e-08	"Tspan4"	"endothelial cell"	"21m.vs.1m"
1.03666422826818e-12	-1.28501773089407	0.39	0.632	2.08763442288646e-08	"Akap12"	"endothelial cell"	"21m.vs.1m"
1.1219943619088e-12	-1.13413009896411	0.305	0.556	2.25947224601194e-08	"Hmox1"	"endothelial cell"	"21m.vs.1m"
1.3986631401444e-12	-2.20980517353868	0.048	0.255	2.8166278316228e-08	"Nr1d1"	"endothelial cell"	"21m.vs.1m"
1.74444302926951e-12	0.602857224956458	0.944	0.912	3.51295937234293e-08	"Hspa5"	"endothelial cell"	"21m.vs.1m"
2.50200130412495e-12	2.33919204618026	0.134	0.014	5.03853022624682e-08	"Arntl"	"endothelial cell"	"21m.vs.1m"
2.78570632650964e-12	0.528866533221975	0.948	0.93	5.60985540032511e-08	"Cd81"	"endothelial cell"	"21m.vs.1m"
2.80039581641813e-12	0.404582821321418	0.993	0.986	5.63943709510283e-08	"Calm1"	"endothelial cell"	"21m.vs.1m"
3.05285918064169e-12	4.64008642600889	0.126	0.012	6.14784781797624e-08	"Gm4951"	"endothelial cell"	"21m.vs.1m"
3.243447477306e-12	0.587557442520854	0.963	0.858	6.53165452979882e-08	"Crip1"	"endothelial cell"	"21m.vs.1m"
3.62317446170964e-12	0.552334263622003	0.836	0.712	7.29634873099088e-08	"Anxa5"	"endothelial cell"	"21m.vs.1m"
1.20253664507443e-11	0.755577192957296	0.178	0.037	2.42166829585089e-07	"Retnla"	"endothelial cell"	"21m.vs.1m"
1.33104970760317e-11	1.98443006879662	0.331	0.142	2.68046790117127e-07	"Tnfsf9"	"endothelial cell"	"21m.vs.1m"
2.26421262277928e-11	0.453913774201038	0.937	0.866	4.55967137975291e-07	"Ly6a"	"endothelial cell"	"21m.vs.1m"
6.553982644446e-11	1.03001388091736	0.602	0.426	1.31984102493854e-06	"Pls3"	"endothelial cell"	"21m.vs.1m"
7.25401412785507e-11	-2.33187120261348	0.063	0.255	1.46081336506745e-06	"Nr1d2"	"endothelial cell"	"21m.vs.1m"
1.1644128910101e-10	0.254058557614443	0.911	0.788	2.34489467991614e-06	"Gsn"	"endothelial cell"	"21m.vs.1m"
1.90562258669301e-10	-0.748519299327862	0.621	0.78	3.83754276508238e-06	"Cox7a2l"	"endothelial cell"	"21m.vs.1m"
3.62328601890608e-10	1.30213430761687	0.234	0.074	7.29657338487306e-06	"Cytl1"	"endothelial cell"	"21m.vs.1m"
3.79353183174881e-10	0.954115909903493	0.725	0.57	7.63941440277575e-06	"Cxcl12"	"endothelial cell"	"21m.vs.1m"
4.60650372008202e-10	-0.456086388714665	1	1	9.27657719150118e-06	"Rps14"	"endothelial cell"	"21m.vs.1m"
9.13988938937346e-10	-1.22715467513568	0.301	0.527	1.84059092523203e-05	"Pfkfb3"	"endothelial cell"	"21m.vs.1m"
1.00505914178163e-09	-1.32588043468315	0.074	0.249	2.02398809971985e-05	"Col15a1"	"endothelial cell"	"21m.vs.1m"
1.16171802363764e-09	-1.28168409938388	0.297	0.531	2.33946775600149e-05	"E030010A14Rik"	"endothelial cell"	"21m.vs.1m"
2.8100789456982e-09	-0.438526405311898	0.996	0.998	5.65893698084703e-05	"Ftl1"	"endothelial cell"	"21m.vs.1m"
3.09312164099231e-09	1.67450856494476	0.112	0.016	6.22892836063031e-05	"G530011O06Rik"	"endothelial cell"	"21m.vs.1m"
3.13082585134333e-09	-1.35844596051821	0.048	0.206	6.3048570994352e-05	"Zbtb16"	"endothelial cell"	"21m.vs.1m"
4.94248661157419e-09	0.668618157993705	0.829	0.689	9.95317953838811e-05	"Slc9a3r2"	"endothelial cell"	"21m.vs.1m"
5.68721322664767e-09	0.420968534426186	0.227	0.082	0.000114529099958231	"H2-Ab1"	"endothelial cell"	"21m.vs.1m"
6.19217014009473e-09	-2.13695446804695	0.089	0.261	0.000124697922281228	"Arrdc3"	"endothelial cell"	"21m.vs.1m"
6.71761968762489e-09	1.29780464332046	0.305	0.15	0.00013527942526939	"Erdr1"	"endothelial cell"	"21m.vs.1m"
7.3207657671563e-09	-0.432802332071395	0.015	0.146	0.000147425581018994	"Meg3"	"endothelial cell"	"21m.vs.1m"
9.07026792237006e-09	0.520751878279531	0.937	0.877	0.000182657055420688	"Rhoa"	"endothelial cell"	"21m.vs.1m"
9.44627838367716e-09	0.513219639078126	0.896	0.897	0.000190229154090491	"Rn45s"	"endothelial cell"	"21m.vs.1m"
9.45542566053346e-09	1.19891671383394	0.446	0.263	0.000190413361951823	"Plscr1"	"endothelial cell"	"21m.vs.1m"
1.09278718356367e-08	-0.89021559173397	0.294	0.5	0.000220065483026051	"Nudt4"	"endothelial cell"	"21m.vs.1m"
1.16642883911651e-08	0.563728061773069	0.595	0.401	0.000234895439621283	"Ppap2a"	"endothelial cell"	"21m.vs.1m"
1.19841977378303e-08	-0.408629745105598	0.967	0.994	0.000241337774044427	"Rpl27a"	"endothelial cell"	"21m.vs.1m"
1.23965477538117e-08	-0.384105153116336	0.963	0.977	0.000249641678666259	"Rpl18"	"endothelial cell"	"21m.vs.1m"
1.27534321136332e-08	-1.73748972340518	0.004	0.121	0.000256828615904345	"C1qtnf6"	"endothelial cell"	"21m.vs.1m"
1.3687858277226e-08	1.11884519197928	0.48	0.302	0.000275646089986777	"Slc6a6"	"endothelial cell"	"21m.vs.1m"
1.38339861789174e-08	0.536778039062228	0.952	0.891	0.000278588813671039	"Klf2"	"endothelial cell"	"21m.vs.1m"
1.55147235615752e-08	0.435263568539122	0.896	0.858	0.000312435503083002	"Cd36"	"endothelial cell"	"21m.vs.1m"
2.48701693618507e-08	0.483284646813351	0.985	0.99	0.000500835470608949	"Ddx5"	"endothelial cell"	"21m.vs.1m"
3.10496713750382e-08	-0.432230135452851	0.993	0.994	0.00062527828215052	"Rps16"	"endothelial cell"	"21m.vs.1m"
3.71435853849099e-08	-0.391283691491804	0.859	0.912	0.000747997522481315	"Igfbp7"	"endothelial cell"	"21m.vs.1m"
3.81655279401426e-08	-3.3977378172211	0.037	0.173	0.000768577401658593	"Tef"	"endothelial cell"	"21m.vs.1m"
4.45119085238026e-08	0.752857176211556	0.535	0.375	0.000896380813852338	"Cct4"	"endothelial cell"	"21m.vs.1m"
4.62796310408683e-08	-0.421099099036706	1	1	0.000931979209901006	"Rpl13"	"endothelial cell"	"21m.vs.1m"
4.69081437093411e-08	-0.472000987167037	0.84	0.934	0.000944636198018711	"Btg1"	"endothelial cell"	"21m.vs.1m"
5.14749837793692e-08	-1.98536514942888	0	0.103	0.00103660322334894	"Eif2s3y"	"endothelial cell"	"21m.vs.1m"
5.50815454424474e-08	-2.13645896598489	0.067	0.216	0.00110923216212001	"Sox4"	"endothelial cell"	"21m.vs.1m"
5.59145210689877e-08	-0.887161922907213	0.316	0.506	0.00112600662528728	"Trib1"	"endothelial cell"	"21m.vs.1m"
6.55284555945057e-08	0.620087432098586	0.68	0.531	0.00131961203876216	"Tuba1a"	"endothelial cell"	"21m.vs.1m"
7.90779961396106e-08	0.355351857653395	0.993	0.998	0.00159247268625948	"Itm2b"	"endothelial cell"	"21m.vs.1m"
9.16704778267218e-08	0.580681103142964	0.123	0.027	0.00184606008247452	"Mnda"	"endothelial cell"	"21m.vs.1m"
1.11761118067419e-07	0.327181400479079	0.175	0.058	0.00225064539564169	"Has1"	"endothelial cell"	"21m.vs.1m"
1.22058866431422e-07	-0.679492277786657	0.636	0.8	0.00245802145219597	"Ctla2a"	"endothelial cell"	"21m.vs.1m"
1.24629737398197e-07	0.305163954951381	0.335	0.179	0.00250979365172488	"Tnfaip6"	"endothelial cell"	"21m.vs.1m"
1.46498075256676e-07	1.16277494635245	0.546	0.414	0.00295017823951895	"Timp4"	"endothelial cell"	"21m.vs.1m"
2.49527932811546e-07	0.478589970030119	0.877	0.78	0.00502499351095891	"Atp5b"	"endothelial cell"	"21m.vs.1m"
2.87405153224761e-07	-0.56591675034312	0.822	0.862	0.00578776497564024	"Litaf"	"endothelial cell"	"21m.vs.1m"
2.97544174173683e-07	-1.16846218530825	0.123	0.292	0.00599194457950963	"Ednrb"	"endothelial cell"	"21m.vs.1m"
2.99651710654041e-07	0.519609637024105	0.762	0.632	0.00603438614915108	"Anxa3"	"endothelial cell"	"21m.vs.1m"
3.00983197309924e-07	1.79197666288006	0.141	0.041	0.00606119962742724	"Runx1t1"	"endothelial cell"	"21m.vs.1m"
3.72926678159951e-07	-0.473523293275687	0.974	0.979	0.0075099974447851	"Eef2"	"endothelial cell"	"21m.vs.1m"
3.76902650591008e-07	1.59233837094237	0.126	0.033	0.00759006557760172	"Pisd-ps3"	"endothelial cell"	"21m.vs.1m"
4.41756628422162e-07	0.672687226476487	0.68	0.586	0.0088960949831655	"Prr13"	"endothelial cell"	"21m.vs.1m"
5.28824376411265e-07	-0.537136730150444	0.647	0.802	0.0106494652921701	"Pabpc1"	"endothelial cell"	"21m.vs.1m"
6.20747365603076e-07	0.345600897373315	0.193	0.076	0.0125006104485147	"H2-Aa"	"endothelial cell"	"21m.vs.1m"
6.90265552804074e-07	-1.85291647871221	0.249	0.426	0.0139005677023684	"Tmem2"	"endothelial cell"	"21m.vs.1m"
7.2854143068976e-07	0.846431178047462	0.636	0.535	0.0146713673312304	"Adam15"	"endothelial cell"	"21m.vs.1m"
7.61766746194085e-07	0.656399207619994	0.55	0.407	0.0153404587348565	"Pdia6"	"endothelial cell"	"21m.vs.1m"
7.96719114286818e-07	0.808901598762049	0.372	0.224	0.0160443295235079	"Ddx39b"	"endothelial cell"	"21m.vs.1m"
8.0744089131174e-07	-0.643298454994011	0.208	0.383	0.0162602446692358	"Jmjd1c"	"endothelial cell"	"21m.vs.1m"
8.21876228742383e-07	-1.12558460570385	0.052	0.183	0.0165509434944141	"Fam117b"	"endothelial cell"	"21m.vs.1m"
8.34097860240036e-07	-0.681316107828085	0.383	0.547	0.0167970627095138	"Pim1"	"endothelial cell"	"21m.vs.1m"
9.29202996699972e-07	-0.851078575191588	0.424	0.584	0.018712289947544	"Prnp"	"endothelial cell"	"21m.vs.1m"
1.00309425676796e-06	-2.68811197448955	0.16	0.313	0.0202003121427932	"Stc1"	"endothelial cell"	"21m.vs.1m"
1.02809835281198e-06	0.790008891831389	0.297	0.158	0.0207038446289277	"Pcp4l1"	"endothelial cell"	"21m.vs.1m"
1.11219379636724e-06	0.402937411215685	0.941	0.901	0.0223973586712435	"Dnaja1"	"endothelial cell"	"21m.vs.1m"
1.15956668984904e-06	0.775118603318276	0.238	0.111	0.0233513540001799	"Tuba4a"	"endothelial cell"	"21m.vs.1m"
1.16793429198386e-06	-0.481825509441084	0.989	0.984	0.023519860771971	"Rps3"	"endothelial cell"	"21m.vs.1m"
1.23637491162868e-06	0.884950992533956	0.528	0.389	0.0248981179703784	"Lmcd1"	"endothelial cell"	"21m.vs.1m"
1.25165094974281e-06	-0.929334043005448	0.119	0.272	0.0252057468259208	"Ankrd11"	"endothelial cell"	"21m.vs.1m"
1.45840449286651e-06	-0.901493854955321	0.175	0.342	0.0293693496773458	"Clec2d"	"endothelial cell"	"21m.vs.1m"
1.46646060117871e-06	1.26795712299457	0.245	0.123	0.0295315835865369	"Gstm2"	"endothelial cell"	"21m.vs.1m"
1.4791722394859e-06	-0.827055892915764	0.223	0.401	0.029787570558767	"Apobec3"	"endothelial cell"	"21m.vs.1m"
1.59975967153558e-06	0.519017247518349	0.743	0.625	0.0322159602653834	"Rabac1"	"endothelial cell"	"21m.vs.1m"
1.63200574523572e-06	0.5697217625901	0.606	0.455	0.032865331697557	"Sept7"	"endothelial cell"	"21m.vs.1m"
1.69710161127248e-06	1.15576847207179	0.353	0.206	0.0341762322478052	"Cyp4b1"	"endothelial cell"	"21m.vs.1m"
1.72974109588434e-06	-0.451204723745098	0.732	0.852	0.0348335261889189	"Map1lc3b"	"endothelial cell"	"21m.vs.1m"
2.05199673164513e-06	-1.01516699093483	0.067	0.195	0.0413231101818695	"F2r"	"endothelial cell"	"21m.vs.1m"
2.20831743616713e-06	0.715310105648873	0.773	0.71	0.0444710965295337	"Icam1"	"endothelial cell"	"21m.vs.1m"
2.39143319202243e-06	1.23503011040901	0.368	0.22	0.0481586816209477	"Sox18"	"endothelial cell"	"21m.vs.1m"
2.42247967657423e-06	-0.61457336762964	0.204	0.379	0.0487838957268517	"Marcksl1"	"endothelial cell"	"21m.vs.1m"
2.43888975916958e-06	-0.985005713596404	0.164	0.333	0.049114361970157	"Spry1"	"endothelial cell"	"21m.vs.1m"
2.45688834020412e-06	-1.62089987423186	0.167	0.321	0.0494768173950305	"H1f0"	"endothelial cell"	"21m.vs.1m"
1.43390769711359e-101	-1.09433614261078	0.055	0.667	2.88760332044735e-97	"Col1a2"	"endothelial cell"	"24m.vs.1m"
2.10609915925145e-83	-0.900303288610409	0.033	0.562	4.24126248690057e-79	"Col3a1"	"endothelial cell"	"24m.vs.1m"
4.1456984149803e-83	1.29430952768617	0.991	0.924	8.34860746808733e-79	"H2-K1"	"endothelial cell"	"24m.vs.1m"
4.07835532837513e-76	-0.831215162196377	0.021	0.512	8.21299196028184e-72	"Col1a1"	"endothelial cell"	"24m.vs.1m"
2.05713465414342e-68	1.15408455041162	1	1	4.14265776651401e-64	"B2m"	"endothelial cell"	"24m.vs.1m"
4.51273853941444e-67	-0.990577919919825	0.813	0.981	9.08775287067279e-63	"Sparc"	"endothelial cell"	"24m.vs.1m"
6.90387661861686e-61	1.03964742023113	0.998	0.992	1.39030267345706e-56	"H2-D1"	"endothelial cell"	"24m.vs.1m"
9.28957834312125e-61	-4.64966864650251	0.027	0.44	1.87073528673776e-56	"Dbp"	"endothelial cell"	"24m.vs.1m"
4.67458299457703e-33	-0.770673690258088	1	1	9.41367523447923e-29	"Tpt1"	"endothelial cell"	"24m.vs.1m"
1.69802014756286e-31	0.892859849215788	0.347	0.064	3.41947297316209e-27	"Plac9"	"endothelial cell"	"24m.vs.1m"
9.24895302055169e-30	-1.0613863463755	0.567	0.798	1.8625541592787e-25	"Col4a1"	"endothelial cell"	"24m.vs.1m"
5.55545304985418e-29	1.2029258360554	0.737	0.492	1.11875713517963e-24	"Psmb8"	"endothelial cell"	"24m.vs.1m"
8.46702205481761e-27	-1.0202362322166	0.428	0.696	1.70508890139917e-22	"Col4a2"	"endothelial cell"	"24m.vs.1m"
1.25511815282422e-26	0.835790710568745	0.536	0.255	2.52755693615742e-22	"Cd74"	"endothelial cell"	"24m.vs.1m"
